date;year;month_1;city;month;homicide;homicide_victims;robbery-homicide;theft;cattle-theft;car-theft;robbery;car-robbery;fraud-swindle;offenses-related-to-weapons-and-ammunition;narcotics-possession;narcotics-traffic;robbery-homicide-victims;victims-of-bodily-injury;intentional-lethal-violent-crime-victims;total-intentional-lethal-violent-crime-victims;population
2016-01-01 00:00:00;2016;1;ACEGUA;JAN;0;0;0;9;2;2;0;0;0;0;0;0;0;0;;;4170
2016-01-01 00:00:00;2016;1;AGUA SANTA;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;3912
2016-01-01 00:00:00;2016;1;AGUDO;JAN;0;0;0;11;0;1;1;0;1;0;1;0;0;0;;;16041
2016-01-01 00:00:00;2016;1;AJURICABA;JAN;0;0;0;2;0;0;1;0;0;0;0;0;0;0;;;6720
2016-01-01 00:00:00;2016;1;ALECRIM;JAN;1;1;0;7;2;1;0;0;0;0;0;0;0;0;;;6123
2016-01-01 00:00:00;2016;1;ALEGRETE;JAN;1;1;0;60;11;1;11;1;8;5;8;3;0;0;;;72409
2016-01-01 00:00:00;2016;1;ALEGRIA;JAN;0;0;0;4;1;0;0;0;0;0;0;0;0;0;;;3651
2016-01-01 00:00:00;2016;1;ALMIRANTE TAMANDARE DO SUL;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;1969
2016-01-01 00:00:00;2016;1;ALPESTRE;JAN;0;0;0;6;3;1;0;0;0;0;0;0;0;0;;;7117
2016-01-01 00:00:00;2016;1;ALTO ALEGRE;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;1800
2016-01-01 00:00:00;2016;1;ALTO FELIZ;JAN;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;3072
2016-01-01 00:00:00;2016;1;ALVORADA;JAN;11;16;2;159;1;61;354;51;22;5;2;12;2;0;;;187315
2016-01-01 00:00:00;2016;1;AMARAL FERRADOR;JAN;0;0;0;3;0;0;1;0;0;0;0;0;0;0;;;5310
2016-01-01 00:00:00;2016;1;AMETISTA DO SUL;JAN;0;0;0;13;2;2;0;0;0;0;0;0;0;0;;;7650
2016-01-01 00:00:00;2016;1;ANDRE DA ROCHA;JAN;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;1135
2016-01-01 00:00:00;2016;1;ANTA GORDA;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;5957
2016-01-01 00:00:00;2016;1;ANTONIO PRADO;JAN;0;0;0;8;0;0;0;0;0;0;0;3;0;0;;;13045
2016-01-01 00:00:00;2016;1;ARAMBARE;JAN;0;0;0;12;1;1;1;0;0;0;2;0;0;0;;;4112
2016-01-01 00:00:00;2016;1;ARARICA;JAN;0;0;1;5;1;0;0;1;0;0;0;0;1;0;;;8525
2016-01-01 00:00:00;2016;1;ARATIBA;JAN;0;0;0;2;0;0;0;0;0;1;0;0;0;0;;;6483
2016-01-01 00:00:00;2016;1;ARROIO DO MEIO;JAN;0;0;0;18;0;1;3;0;2;2;1;0;0;0;;;21958
2016-01-01 00:00:00;2016;1;ARROIO DO PADRE;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;2599
2016-01-01 00:00:00;2016;1;ARROIO DO SAL;JAN;0;0;0;37;0;1;4;0;2;2;3;3;0;0;;;11057
2016-01-01 00:00:00;2016;1;ARROIO DO TIGRE;JAN;0;0;0;9;2;1;1;0;1;1;0;1;0;0;;;12058
2016-01-01 00:00:00;2016;1;ARROIO DOS RATOS;JAN;0;0;0;11;2;3;1;0;3;0;1;1;0;0;;;14601
2016-01-01 00:00:00;2016;1;ARROIO GRANDE;JAN;0;0;0;21;4;1;1;0;0;2;3;1;0;0;;;17558
2016-01-01 00:00:00;2016;1;ARVOREZINHA;JAN;0;0;0;3;1;1;0;0;0;1;0;0;0;0;;;10322
2016-01-01 00:00:00;2016;1;AUGUSTO PESTANA;JAN;0;0;0;7;0;0;0;0;0;0;0;0;0;0;;;7149
2016-01-01 00:00:00;2016;1;AUREA;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;3396
2016-01-01 00:00:00;2016;1;BAGE;JAN;2;2;0;157;25;12;19;0;7;2;14;17;0;0;;;117938
2016-01-01 00:00:00;2016;1;BALNEARIO PINHAL;JAN;1;1;0;72;0;7;17;1;2;2;3;2;0;0;;;14955
2016-01-01 00:00:00;2016;1;BARAO;JAN;0;0;0;4;1;0;2;0;0;0;0;0;0;0;;;6461
2016-01-01 00:00:00;2016;1;BARAO DE COTEGIPE;JAN;0;0;0;4;0;0;1;0;1;1;1;0;0;0;;;7144
2016-01-01 00:00:00;2016;1;BARAO DO TRIUNFO;JAN;1;1;0;5;1;0;2;0;1;0;0;0;0;0;;;5889
2016-01-01 00:00:00;2016;1;BARRA DO GUARITA;JAN;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;;3161
2016-01-01 00:00:00;2016;1;BARRA DO QUARAI;JAN;0;0;0;9;4;0;0;0;1;0;0;0;0;0;;;4241
2016-01-01 00:00:00;2016;1;BARRA DO RIBEIRO;JAN;0;0;0;23;2;0;4;1;2;0;0;1;0;0;;;12225
2016-01-01 00:00:00;2016;1;BARRA DO RIO AZUL;JAN;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;1696
2016-01-01 00:00:00;2016;1;BARRA FUNDA;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2498
2016-01-01 00:00:00;2016;1;BARRACAO;JAN;0;0;0;4;0;0;0;0;0;0;0;0;0;0;;;4831
2016-01-01 00:00:00;2016;1;BARROS CASSAL;JAN;0;0;0;8;3;0;0;0;2;0;0;6;0;0;;;9296
2016-01-01 00:00:00;2016;1;BENJAMIN CONSTANT DO SUL;JAN;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;2082
2016-01-01 00:00:00;2016;1;BENTO GONCALVES;JAN;2;2;0;193;1;39;42;8;18;7;13;5;0;0;;;123151
2016-01-01 00:00:00;2016;1;BOA VISTA DAS MISSOES;JAN;0;0;0;1;0;0;3;0;0;0;0;0;0;0;;;1933
2016-01-01 00:00:00;2016;1;BOA VISTA DO BURICA;JAN;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;6966
2016-01-01 00:00:00;2016;1;BOA VISTA DO CADEADO;JAN;0;0;0;3;1;0;0;0;0;0;0;0;0;0;;;2229
2016-01-01 00:00:00;2016;1;BOA VISTA DO INCRA;JAN;0;0;0;4;1;0;0;0;0;0;0;0;0;0;;;2271
2016-01-01 00:00:00;2016;1;BOA VISTA DO SUL;JAN;0;0;0;3;0;0;0;1;0;0;0;0;0;0;;;2779
2016-01-01 00:00:00;2016;1;BOM JESUS;JAN;1;1;0;8;1;0;0;0;0;0;0;0;0;0;;;11202
2016-01-01 00:00:00;2016;1;BOM PRINCIPIO;JAN;0;0;0;16;1;1;3;1;3;0;0;0;0;0;;;13142
2016-01-01 00:00:00;2016;1;BOM PROGRESSO;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2096
2016-01-01 00:00:00;2016;1;BOM RETIRO DO SUL;JAN;0;0;0;21;2;1;3;1;1;0;3;1;0;0;;;12294
2016-01-01 00:00:00;2016;1;BOQUEIRAO DO LEAO;JAN;0;0;0;9;0;0;0;0;0;0;0;0;0;0;;;6247
2016-01-01 00:00:00;2016;1;BOSSOROCA;JAN;1;1;0;5;2;0;0;0;1;1;0;0;0;0;;;5890
2016-01-01 00:00:00;2016;1;BOZANO;JAN;0;0;0;4;0;0;0;0;0;0;0;0;0;0;;;2151
2016-01-01 00:00:00;2016;1;BRAGA;JAN;0;0;0;4;2;0;0;0;0;1;0;0;0;0;;;3268
2016-01-01 00:00:00;2016;1;BROCHIER;JAN;0;0;0;2;1;0;1;0;1;0;0;0;0;0;;;4966
2016-01-01 00:00:00;2016;1;BUTIA;JAN;0;0;0;26;2;1;1;0;2;0;5;4;0;0;;;19084
2016-01-01 00:00:00;2016;1;CACAPAVA DO SUL;JAN;1;1;0;26;2;2;1;0;1;1;1;0;0;0;;;32515
2016-01-01 00:00:00;2016;1;CACEQUI;JAN;0;0;0;20;10;1;1;0;0;0;1;2;0;0;;;11157
2016-01-01 00:00:00;2016;1;CACHOEIRA DO SUL;JAN;2;2;0;86;3;29;18;1;5;4;6;2;0;0;;;80070
2016-01-01 00:00:00;2016;1;CACHOEIRINHA;JAN;4;5;0;169;1;34;165;48;29;8;14;6;0;0;;;136258
2016-01-01 00:00:00;2016;1;CACIQUE DOBLE;JAN;0;0;0;4;0;0;0;0;1;0;0;0;0;0;;;4603
2016-01-01 00:00:00;2016;1;CAIBATE;JAN;0;0;0;5;0;0;0;0;1;0;0;0;0;0;;;4704
2016-01-01 00:00:00;2016;1;CAICARA;JAN;0;0;0;5;1;0;0;0;0;0;0;0;0;0;;;4836
2016-01-01 00:00:00;2016;1;CAMAQUA;JAN;0;0;0;67;7;8;16;0;8;2;2;6;0;0;;;62200
2016-01-01 00:00:00;2016;1;CAMARGO;JAN;0;0;0;1;0;2;0;0;0;1;1;0;0;0;;;2981
2016-01-01 00:00:00;2016;1;CAMBARA DO SUL;JAN;0;0;0;5;1;0;1;0;1;3;0;0;0;0;;;6361
2016-01-01 00:00:00;2016;1;CAMPESTRE DA SERRA;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;3242
2016-01-01 00:00:00;2016;1;CAMPINA DAS MISSOES;JAN;1;1;0;3;0;0;0;0;0;0;0;0;0;0;;;5882
2016-01-01 00:00:00;2016;1;CAMPINAS DO SUL;JAN;0;0;0;2;0;0;0;0;1;4;0;0;0;0;;;5284
2016-01-01 00:00:00;2016;1;CAMPO BOM;JAN;1;1;0;56;1;23;43;12;8;3;0;1;0;0;;;62886
2016-01-01 00:00:00;2016;1;CAMPO NOVO;JAN;0;0;0;4;0;1;1;0;0;0;0;1;0;0;;;4975
2016-01-01 00:00:00;2016;1;CAMPOS BORGES;JAN;1;1;0;4;2;2;0;0;0;0;0;0;0;0;;;3613
2016-01-01 00:00:00;2016;1;CANDELARIA;JAN;6;6;0;48;5;2;6;3;2;4;3;0;0;0;;;28906
2016-01-01 00:00:00;2016;1;CANDIDO GODOI;JAN;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;6294
2016-01-01 00:00:00;2016;1;CANDIOTA;JAN;0;0;0;19;8;2;0;0;0;1;0;0;0;0;;;10710
2016-01-01 00:00:00;2016;1;CANELA;JAN;1;1;0;79;1;2;5;4;5;0;4;5;0;0;;;48946
2016-01-01 00:00:00;2016;1;CANGUCU;JAN;0;0;0;33;7;2;3;2;0;2;1;1;0;0;;;49680
2016-01-01 00:00:00;2016;1;CANOAS;JAN;9;10;0;452;2;83;325;82;47;11;29;19;0;0;;;347657
2016-01-01 00:00:00;2016;1;CANUDOS DO VALE;JAN;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;1656
2016-01-01 00:00:00;2016;1;CAPAO BONITO DO SUL;JAN;0;0;0;8;1;0;0;0;0;0;0;0;0;0;;;1733
2016-01-01 00:00:00;2016;1;CAPAO DA CANOA;JAN;2;2;0;229;7;21;51;1;27;9;57;13;0;0;;;63594
2016-01-01 00:00:00;2016;1;CAPAO DO CIPO;JAN;0;0;0;2;0;0;0;0;0;1;0;0;0;0;;;3119
2016-01-01 00:00:00;2016;1;CAPAO DO LEAO;JAN;0;0;0;4;1;0;3;0;1;1;1;0;0;0;;;26487
2016-01-01 00:00:00;2016;1;CAPELA DE SANTANA;JAN;1;1;0;13;5;1;2;0;1;0;0;0;0;0;;;11159
2016-01-01 00:00:00;2016;1;CAPITAO;JAN;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;2921
2016-01-01 00:00:00;2016;1;CAPIVARI DO SUL;JAN;0;0;0;7;0;1;3;6;0;1;1;1;0;0;;;3991
2016-01-01 00:00:00;2016;1;CARAA;JAN;0;0;0;8;0;0;0;0;0;1;1;0;0;0;;;7394
2016-01-01 00:00:00;2016;1;CARAZINHO;JAN;0;0;0;74;1;8;20;3;6;3;7;0;0;0;;;61804
2016-01-01 00:00:00;2016;1;CARLOS BARBOSA;JAN;0;0;0;32;0;3;10;2;1;2;4;0;0;0;;;30420
2016-01-01 00:00:00;2016;1;CARLOS GOMES;JAN;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;1368
2016-01-01 00:00:00;2016;1;CASCA;JAN;0;0;0;10;0;2;2;2;0;0;0;0;0;0;;;9465
2016-01-01 00:00:00;2016;1;CASEIROS;JAN;0;0;0;3;1;0;1;0;0;0;0;0;0;0;;;3000
2016-01-01 00:00:00;2016;1;CATUIPE;JAN;0;0;0;9;3;0;1;0;0;0;0;0;0;0;;;8674
2016-01-01 00:00:00;2016;1;CAXIAS DO SUL;JAN;7;7;0;441;3;116;229;53;74;15;20;17;0;0;;;463501
2016-01-01 00:00:00;2016;1;CENTENARIO;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2721
2016-01-01 00:00:00;2016;1;CERRITO;JAN;0;0;0;5;4;0;1;0;0;0;0;0;0;0;;;5808
2016-01-01 00:00:00;2016;1;CERRO BRANCO;JAN;0;0;0;2;1;0;1;0;0;0;0;0;0;0;;;3802
2016-01-01 00:00:00;2016;1;CERRO GRANDE;JAN;0;0;0;1;1;1;0;0;0;0;1;0;0;0;;;2379
2016-01-01 00:00:00;2016;1;CERRO GRANDE DO SUL;JAN;0;0;0;4;1;0;2;0;3;1;0;0;0;0;;;9178
2016-01-01 00:00:00;2016;1;CERRO LARGO;JAN;0;0;0;13;1;0;0;0;1;0;0;0;0;0;;;13705
2016-01-01 00:00:00;2016;1;CHAPADA;JAN;0;0;0;4;0;0;0;0;0;1;0;0;0;0;;;9540
2016-01-01 00:00:00;2016;1;CHARQUEADAS;JAN;0;0;0;28;1;0;1;0;2;1;7;7;0;0;;;35012
2016-01-01 00:00:00;2016;1;CHARRUA;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2768
2016-01-01 00:00:00;2016;1;CHIAPETTA;JAN;0;0;0;3;0;1;0;0;1;2;0;0;0;0;;;3913
2016-01-01 00:00:00;2016;1;CHUI;JAN;0;0;0;15;0;1;4;0;1;0;0;0;0;0;;;6262
2016-01-01 00:00:00;2016;1;CHUVISCA;JAN;0;0;0;5;1;0;0;0;0;2;0;0;0;0;;;4597
2016-01-01 00:00:00;2016;1;CIDREIRA;JAN;0;0;0;71;0;16;26;2;1;2;24;11;0;0;;;17071
2016-01-01 00:00:00;2016;1;CIRIACO;JAN;0;0;0;1;0;1;0;1;0;0;0;1;0;0;;;4149
2016-01-01 00:00:00;2016;1;COLINAS;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;2423
2016-01-01 00:00:00;2016;1;COLORADO;JAN;0;0;0;2;0;0;0;0;0;3;1;0;0;0;;;3258
2016-01-01 00:00:00;2016;1;CONDOR;JAN;0;0;0;3;1;0;1;0;1;0;0;0;0;0;;;6406
2016-01-01 00:00:00;2016;1;CONSTANTINA;JAN;0;0;0;4;0;1;0;0;0;1;0;0;0;0;;;10385
2016-01-01 00:00:00;2016;1;COQUEIRO BAIXO;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1290
2016-01-01 00:00:00;2016;1;COQUEIROS DO SUL;JAN;0;0;0;3;0;1;0;0;0;0;0;0;0;0;;;2211
2016-01-01 00:00:00;2016;1;CORONEL BARROS;JAN;0;0;0;0;0;0;2;0;0;0;0;0;0;0;;;2822
2016-01-01 00:00:00;2016;1;CORONEL BICACO;JAN;0;0;0;9;0;0;0;0;0;1;0;0;0;0;;;6144
2016-01-01 00:00:00;2016;1;CORONEL PILAR;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;1607
2016-01-01 00:00:00;2016;1;COTIPORA;JAN;0;0;0;7;1;2;0;0;0;0;0;0;0;0;;;3846
2016-01-01 00:00:00;2016;1;COXILHA;JAN;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;2667
2016-01-01 00:00:00;2016;1;CRISSIUMAL;JAN;0;0;0;14;0;3;0;0;1;0;0;0;0;0;;;12886
2016-01-01 00:00:00;2016;1;CRISTAL;JAN;0;0;0;9;1;0;3;0;1;0;0;0;0;0;;;7299
2016-01-01 00:00:00;2016;1;CRISTAL DO SUL;JAN;0;0;0;5;1;0;0;0;0;0;0;0;0;0;;;2692
2016-01-01 00:00:00;2016;1;CRUZ ALTA;JAN;1;1;0;83;6;27;15;1;4;23;9;3;0;0;;;58913
2016-01-01 00:00:00;2016;1;CRUZALTENSE;JAN;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;1635
2016-01-01 00:00:00;2016;1;CRUZEIRO DO SUL;JAN;0;0;0;6;0;0;3;0;2;1;0;0;0;0;;;11600
2016-01-01 00:00:00;2016;1;DAVID CANABARRO;JAN;0;0;0;3;1;0;0;0;0;0;0;0;0;0;;;4321
2016-01-01 00:00:00;2016;1;DERRUBADAS;JAN;0;0;0;1;0;1;0;0;0;0;0;0;0;0;;;2751
2016-01-01 00:00:00;2016;1;DEZESSEIS DE NOVEMBRO;JAN;0;0;0;2;1;0;0;0;0;0;0;0;0;0;;;2507
2016-01-01 00:00:00;2016;1;DILERMANDO DE AGUIAR;JAN;0;0;0;3;1;0;1;0;0;0;0;0;0;0;;;2806
2016-01-01 00:00:00;2016;1;DOIS IRMAOS;JAN;0;0;1;13;1;4;2;0;4;1;1;2;1;0;;;30709
2016-01-01 00:00:00;2016;1;DOIS IRMAOS DAS MISSOES;JAN;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;2090
2016-01-01 00:00:00;2016;1;DOIS LAJEADOS;JAN;0;0;0;7;1;0;0;0;0;0;0;1;0;0;;;3097
2016-01-01 00:00:00;2016;1;DOM FELICIANO;JAN;0;0;0;15;1;0;0;0;2;1;0;0;0;0;;;13051
2016-01-01 00:00:00;2016;1;DOM PEDRITO;JAN;1;1;0;33;9;0;5;0;3;2;2;2;0;0;;;36981
2016-01-01 00:00:00;2016;1;DOM PEDRO DE ALCANTARA;JAN;0;0;0;4;2;0;0;0;0;0;0;0;0;0;;;2562
2016-01-01 00:00:00;2016;1;DONA FRANCISCA;JAN;0;0;0;4;0;0;1;0;2;0;0;0;0;0;;;3079
2016-01-01 00:00:00;2016;1;DOUTOR RICARDO;JAN;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;1888
2016-01-01 00:00:00;2016;1;DR MAURICIO CARDOSO;JAN;0;0;0;3;1;0;0;0;0;0;0;0;0;0;;;4470
2016-01-01 00:00:00;2016;1;ELDORADO DO SUL;JAN;1;1;0;46;2;3;31;9;9;0;2;6;0;0;;;39559
2016-01-01 00:00:00;2016;1;ENCANTADO;JAN;0;0;0;33;0;1;1;0;2;1;0;1;0;0;;;22962
2016-01-01 00:00:00;2016;1;ENCRUZILHADA DO SUL;JAN;1;1;0;39;11;3;3;0;0;3;0;0;0;0;;;23819
2016-01-01 00:00:00;2016;1;ENGENHO VELHO;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1296
2016-01-01 00:00:00;2016;1;ENTRE IJUIS;JAN;0;0;0;18;2;1;0;0;0;1;0;0;0;0;;;9158
2016-01-01 00:00:00;2016;1;ENTRE RIOS DO SUL;JAN;0;0;0;8;0;0;1;0;0;0;0;0;0;0;;;2685
2016-01-01 00:00:00;2016;1;EREBANGO;JAN;0;0;0;5;0;0;0;0;1;0;0;0;0;0;;;3054
2016-01-01 00:00:00;2016;1;ERECHIM;JAN;2;2;1;109;3;21;15;0;17;9;16;3;1;0;;;105705
2016-01-01 00:00:00;2016;1;ERNESTINA;JAN;0;0;0;3;1;0;1;0;0;0;0;0;0;0;;;3034
2016-01-01 00:00:00;2016;1;ERVAL GRANDE;JAN;0;0;0;4;0;0;0;0;0;0;2;0;0;0;;;4930
2016-01-01 00:00:00;2016;1;ERVAL SECO;JAN;0;0;0;4;0;0;1;0;0;0;0;0;0;0;;;6787
2016-01-01 00:00:00;2016;1;ESMERALDA;JAN;0;0;0;4;0;0;2;0;0;0;0;0;0;0;;;3195
2016-01-01 00:00:00;2016;1;ESPERANCA DO SUL;JAN;0;0;0;2;0;0;1;1;0;0;0;0;0;0;;;3226
2016-01-01 00:00:00;2016;1;ESPUMOSO;JAN;0;0;0;9;1;1;0;0;1;0;0;0;0;0;;;15173
2016-01-01 00:00:00;2016;1;ESTACAO;JAN;0;0;0;4;0;0;0;0;1;0;0;0;0;0;;;5582
2016-01-01 00:00:00;2016;1;ESTANCIA VELHA;JAN;1;1;0;50;2;1;14;7;1;2;1;0;0;0;;;47924
2016-01-01 00:00:00;2016;1;ESTEIO;JAN;3;3;0;101;0;13;62;14;6;5;11;4;0;0;;;76137
2016-01-01 00:00:00;2016;1;ESTRELA;JAN;0;0;0;48;1;2;12;3;6;2;6;2;0;0;;;32183
2016-01-01 00:00:00;2016;1;ESTRELA VELHA;JAN;0;0;0;3;3;0;0;0;0;0;0;0;0;0;;;3070
2016-01-01 00:00:00;2016;1;EUGENIO DE CASTRO;JAN;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;2633
2016-01-01 00:00:00;2016;1;FAGUNDES VARELA;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;2566
2016-01-01 00:00:00;2016;1;FARROUPILHA;JAN;3;3;0;73;1;18;23;4;8;6;1;1;0;0;;;70286
2016-01-01 00:00:00;2016;1;FAXINAL DO SOTURNO;JAN;0;0;0;7;0;0;0;0;0;0;0;0;0;0;;;6702
2016-01-01 00:00:00;2016;1;FAXINALZINHO;JAN;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;;2520
2016-01-01 00:00:00;2016;1;FAZENDA VILA NOVA;JAN;0;0;0;7;2;0;1;0;1;1;0;0;0;0;;;4291
2016-01-01 00:00:00;2016;1;FELIZ;JAN;0;0;0;6;0;1;0;0;0;0;1;0;0;0;;;13764
2016-01-01 00:00:00;2016;1;FLORES DA CUNHA;JAN;0;0;0;27;1;3;4;0;3;0;3;2;0;0;;;30892
2016-01-01 00:00:00;2016;1;FLORIANO PEIXOTO;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;1668
2016-01-01 00:00:00;2016;1;FONTOURA XAVIER;JAN;0;0;0;8;4;0;4;1;1;2;0;1;0;0;;;9550
2016-01-01 00:00:00;2016;1;FORMIGUEIRO;JAN;0;0;0;6;2;0;0;0;0;0;0;1;0;0;;;6413
2016-01-01 00:00:00;2016;1;FORQUETINHA;JAN;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;2393
2016-01-01 00:00:00;2016;1;FORTALEZA DOS VALOS;JAN;0;0;0;8;1;0;0;0;1;0;0;0;0;0;;;4477
2016-01-01 00:00:00;2016;1;FREDERICO WESTPHALEN;JAN;2;2;0;36;2;0;1;1;8;1;5;3;0;0;;;32627
2016-01-01 00:00:00;2016;1;GARIBALDI;JAN;0;0;0;62;1;5;8;1;3;1;2;0;0;0;;;34335
2016-01-01 00:00:00;2016;1;GARRUCHOS;JAN;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;2688
2016-01-01 00:00:00;2016;1;GAURAMA;JAN;0;0;0;12;2;1;0;0;0;0;0;0;0;0;;;5665
2016-01-01 00:00:00;2016;1;GENERAL CAMARA;JAN;0;0;0;14;0;0;1;0;3;0;0;0;0;0;;;7612
2016-01-01 00:00:00;2016;1;GENTIL;JAN;0;0;0;2;0;0;1;0;0;0;0;0;0;0;;;1744
2016-01-01 00:00:00;2016;1;GETULIO VARGAS;JAN;0;0;0;15;1;3;3;0;2;2;3;2;0;0;;;16602
2016-01-01 00:00:00;2016;1;GIRUA;JAN;0;0;0;28;3;0;1;0;0;0;1;0;0;0;;;16013
2016-01-01 00:00:00;2016;1;GLORINHA;JAN;0;0;0;3;0;1;3;0;4;0;0;0;0;0;;;7658
2016-01-01 00:00:00;2016;1;GRAMADO;JAN;0;0;0;53;0;1;7;2;11;0;8;0;0;0;;;40134
2016-01-01 00:00:00;2016;1;GRAMADO DOS LOUREIROS;JAN;0;0;0;2;0;1;0;0;0;1;0;0;0;0;;;2014
2016-01-01 00:00:00;2016;1;GRAMADO XAVIER;JAN;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;;3304
2016-01-01 00:00:00;2016;1;GRAVATAI;JAN;11;11;0;284;10;48;261;68;33;19;5;9;0;2;;;265074
2016-01-01 00:00:00;2016;1;GUABIJU;JAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1417
2016-01-01 00:00:00;2016;1;GUAIBA;JAN;4;4;1;78;3;7;68;8;5;11;12;2;1;0;;;92924
2016-01-01 00:00:00;2016;1;GUAPORE;JAN;0;0;0;19;3;0;3;0;6;3;3;2;0;0;;;25268
2016-01-01 00:00:00;2016;1;GUARANI DAS MISSOES;JAN;0;0;0;9;2;0;1;0;1;0;0;0;0;0;;;7415
2016-01-01 00:00:00;2016;1;HARMONIA;JAN;0;0;0;5;1;0;0;0;0;0;0;0;0;0;;;5378
2016-01-01 00:00:00;2016;1;HERVAL;JAN;0;0;0;4;3;0;0;0;0;0;0;1;0;0;;;6191
2016-01-01 00:00:00;2016;1;HERVEIRAS;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;2565
2016-01-01 00:00:00;2016;1;HORIZONTINA;JAN;0;0;0;14;1;8;0;0;3;3;3;0;0;0;;;18851
2016-01-01 00:00:00;2016;1;HULHA NEGRA;JAN;0;0;0;9;3;0;0;0;0;0;0;0;0;0;;;5976
2016-01-01 00:00:00;2016;1;HUMAITA;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;4681
2016-01-01 00:00:00;2016;1;IBARAMA;JAN;0;0;0;11;1;0;0;0;0;2;0;0;0;0;;;3732
2016-01-01 00:00:00;2016;1;IBIACA;JAN;0;0;0;9;1;1;0;0;0;0;0;0;0;0;;;4527
2016-01-01 00:00:00;2016;1;IBIRAIARAS;JAN;0;0;0;9;1;0;0;0;2;0;0;0;0;0;;;6776
2016-01-01 00:00:00;2016;1;IBIRAPUITA;JAN;1;1;0;4;0;0;2;1;0;1;0;0;0;0;;;3723
2016-01-01 00:00:00;2016;1;IBIRUBA;JAN;0;0;0;11;0;1;0;0;0;1;0;0;0;0;;;21583
2016-01-01 00:00:00;2016;1;IGREJINHA;JAN;0;0;0;25;2;1;4;1;3;3;3;2;0;0;;;32808
2016-01-01 00:00:00;2016;1;IJUI;JAN;0;0;0;80;0;4;6;3;22;2;14;4;0;0;;;84780
2016-01-01 00:00:00;2016;1;ILOPOLIS;JAN;0;0;0;2;0;0;2;0;2;0;0;0;0;0;;;4157
2016-01-01 00:00:00;2016;1;IMBE;JAN;0;0;0;156;3;11;27;4;12;2;10;6;0;0;;;26824
2016-01-01 00:00:00;2016;1;IMIGRANTE;JAN;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;3080
2016-01-01 00:00:00;2016;1;INDEPENDENCIA;JAN;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;6427
2016-01-01 00:00:00;2016;1;INHACORA;JAN;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;2014
2016-01-01 00:00:00;2016;1;IPE;JAN;0;0;0;9;4;1;0;0;0;1;0;0;0;0;;;5399
2016-01-01 00:00:00;2016;1;IPIRANGA DO SUL;JAN;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;1720
2016-01-01 00:00:00;2016;1;IRAI;JAN;1;1;0;5;1;0;1;0;1;0;0;0;0;0;;;7482
2016-01-01 00:00:00;2016;1;ITAARA;JAN;0;0;0;14;1;0;0;0;0;0;0;0;0;0;;;5572
2016-01-01 00:00:00;2016;1;ITACURUBI;JAN;0;0;0;5;1;0;0;0;0;0;0;0;0;0;;;2995
